avonayhan,71,Sad,Ürünüm iki günde teslim edildi tşk ama parfüm kutusunun üzerindeki koruyucu şeffaf streç yoktu ve ürün eksilmişti
kalemsahaf,198,Happy,TEŞEKKÜRLER...
ayhanlarkozmetik,543,Neutral,Alırsanız iki tane olarak sipariş verin minnacık bişey geliyor yaz süresince yetmeyebilir
missliva,4,Happy,"Türkiye?de olmayan orijinal bir ürün. İnternetten parfüm almak zordur ama gelen ürünü açınca hemen orijinal olduğunu anladım. Dürüst satıcı, hızlı kargo, mesajlara hemen gelen cevap için de teşekkürler."
ayhanlarkozmetik,889,Neutral,????Tamam
pleksiplakalikk,53,Happy,Iyi
modamarka-shop,259,Happy,teşekkürler hediye için&#128522;
firsatsever,134,Happy,Teşekkürler
evcinoto,7,Neutral,Tavsiye etmem arkadaşlar hiç tatmin edici değil ve elektrikciye taktirdim 50 TL işçilik aldı 30 TL de role parasi verdim degmez
soleshopping,95,Neutral,"Ear cleaner ikinci el gibi, boyle bisey gonderiyorsaniz hic gondermeyin derim. Urun elime cok hizli ulasti, ama beklentimi karsilamadi malesef."
korayspr,3595,Neutral,umdugum renk çıkmadı.taban ile ona yapışık olan kenarlar arasında çatlaklıklar var.umarım kısa zamanda yarılıp da su alacak hale gelmez.int.ten ilk ve son bot alışım.herzaman görmek lazımmış onu anladım bir alışveriş yaparken.
korayspr,1033,Neutral,Ürün iyi kargo kötü gidip kendim aldım arayan soran yok
cepport,2234,Sad,Kargoya en geç teslim süresinden 3-4 gün sonra kargoya verildi.
oyuncakxl,481,Neutral,Bebeğin vida yerleri açılmıyor eeinid
otogold,78,Happy,Teşekkürler
oyuncakxl,689,Sad,Paketleme çok kötü hatta yok gibi
otoaksesuarim_,593,Neutral,notr
newyorker34,219,Happy,Çok hızlı bir şekilde elime ulaştı. Teşekkürler.
powertecturkiye,440,Sad,10 günde elime ulaştı. Kargo yırtık pırtık berbat halde elime ulaştı.Kargo şirketini değiştirmesi lazım.
lastkmarket,8,Neutral,ürün teslimi geç yapıldı...
tedarikcenter,167,Sad,Daha erken gelseydi iyi olurdu...
tedarikcenter,3,Neutral,"Aynı gün kargo dendi sipariş cuma verildi kargoya verildiği mesaj olarak geldi, ama bugün elimize geçti.Lütfen biraz daha dikkat edilsin."
guldasguldas,90,Sad,Bir haftadır kargo yapmadı beni boşu boşuna bekletti bir mesajla bile bilgi verilmedi...
ayhanlarkozmetik,339,Sad,RENK GÖRÜNDÜĞÜ GİBİ DEĞİLDİ...
korayspr,161,Sad,Üzülerek ilk defa olumsuz puan veriyorum! Daha önce alışveriş yaptigim bi firma idi ama eskiyi arattirdi. Hız ışık hizinda maşallah Bursadan Çoruma bir hafta! Barkot hatası dediler baska ürün alın dediler onuda gonderemediler
newyorker34,416,Sad,Ürün bir haftada elime ulaştı bu magazadan bir daha ürün almayı düşünmüyorum zamanında gönderilmeli
yuzyilavm,429,Sad,Bir hata yaptılar o da bize denk geldi muhtemelen
baysalotomotiv,135,Sad,ürün kapağından sızdırmış. açılmamış üründe bu durum normal mi? insanda orjinal olmadığı hissi veriyor ama ambalajından anladığım kadarıyla orjinal. sanırım yağ olduğu için bozulma olmaz. henüz açmadım yarın aracın yağını değiştirmeyi düşünüyorum. bakalım
missliva,2,Happy,Hızlı kargo için teşekkürler
kardemticaret,169,Sad,Kargoda aksalıklar oldu ürünü aldığımda kutusu parçalanmıştı. Kumandasının joyistiğide 360 derece konsolu bozuktu..
korayspr,1220,Neutral,Dar kalıp 1 numara büyük alın
korayspr,1656,Sad,GGG
strawberrykozmetik,384,Sad,Ürün sacma sapan bir kutuda geldi ve ozel kutusunda gelecegi yaziyordu
newyorker34,203,Happy,Hizli kargo orijinal urun
otoaksesuarim_,283,Neutral,kenarlari resimde daha guzel ve şeffaf kumastan gelen ince kumastan canli kirmizi degil diger taraflari fena degil
newyorker34,449,Sad,Ürün iyi güzelde arkadaş o kadar para veriyoruz insan bi kutuya koyar ayakkabıları poşete sarıp yollamissiniz yazık gerçekten
newyorker34,1453,Sad,Oldukça saygın ve ilgili bir satıcı fakat ürünü kazandıktan sonra defolu olduğunu farketmiştir...saygılar
firsatsever,145,Neutral,1300 derece değil1300 fahrenheit yani oda 709 santigrad derece eder
umitkitabevi,45,Neutral,Bazı sayfalar katlı olduğundan ikinci el olduğu kanısındayım. Teşekkürler.
baysalotomotiv,444,Sad,Urunun uretim ve son kullanma tarihi okunmuyo msjimada cvp verilmedi sordugumda
missliva,136,Happy,"Orijinal urun, kaliteli paketleme, tesekkurler"
esfashop,81,Neutral,????
smart_world,89,Sad,gold marka olduğu için aldık ama bize concord markalı ürün geldi.
esfashop,203,Neutral,tavsiye etmem
korayspr,920,Neutral,Merhaba aldığım üründe yanlış renk siparişi verdim bu benim hatamdı. Satıcıdan yardım istedim ürün kargoya verildi denildi ama bundan ürün birgün sonra satıcı kargoya verilmiş.
baysalotomotiv,109,Sad,Ürün hala ulasmadi
modamarka-shop,45,Happy,Güzel
indirim-yeri,524,Sad,17 KĞ LG ÇAMAŞIR MAKİNASI ALDIM 15 GÜNDÜR ÜRÜNÜ GÖNDERMEDİLER İPTAL EDİYORUM BU SATICIYA GÜVENMİYORUM
umitkitabevi,499,Neutral,açıklamada yazan dergi değil
korayspr,380,Neutral,Siyah renk istemiştim ama resimdeki gibi arkası mavi değilde kahve geldi
hakkiotomotiv,37,Neutral,Ürünü Ford Focus aracımızda çalıştıramadık. Başka bir marka ürün çalıştı ama bu çalışmadı. Sebebi de fordların fazla akım üretmesiymiş. Araç çalıştığı an LED?ler çalışmıyor. Elektriği kesiyor. Focus aracı olanlara yaramaz.
otogold,345,Happy,Gerçekten iyi bir ürün aracın motor sesi ve çekişi çok değişti 1. vitese düştüğüm rampaları çok rahatlıkla 2.vites ile çıkıyorum yağın bu kadar fark edebileceğini bilmiyordum.Teşekkür ediyorum
indirim__dunyasi,85,Neutral,Biriki eksik parçası vardı onları buradan tedarik ettim ve kullanışsız tavsiye etmem
korayspr,653,Neutral,Ürün hiç beklediğim gibi degil
surpriz_color,69,Neutral,Gül yaptakları yapaydı.bunu hiçbiryerde belirtmemişti.hızlı kargo fakat yanlış adres belirtilmişti kargo şirketine
kalemsahaf,257,Happy,Hızlı ve güvenilir iyi bir satıcı... Teşekkürler...
newyorker34,241,Neutral,"Ürün, üretici nedenli bir sorun yüzünden iptal edildi"
eproti,57,Neutral,"Ürün zamanında geldi ama altında hologram yok,bundan ötürü ürünün orjinal olup olmaması konusunda endişeleyim"
-mandalina-,530,Sad,Agar kaldiniz
modamarka-shop,86,Happy,Hızlı hizmet..
newyorker34,124,Happy,tşk ederizzz
powertecturkiye,259,Neutral,Kargo çok geç geldi
missliva,421,Sad,Tavsiye etmem
otogold,316,Happy,Teşekkürler
oyuncakxl,553,Sad,aldığım üründe bir problem vardı . Satıcıya iki kere mesaj attım ikisinde de cevap vermedi.
newyorker34,170,Happy,Kusura bakmayın onaylamayı unutmuşum.
excalibur_muzik,321,Sad,Ürün açıklamasında Türkçe altyazı bulunduğu yazıyordu. Fakat gelen üründe dış kutusu Türkçe sete içindeki DVDler ise ingilizce sete ait. Türkçe altyazı bulunmuyor.
yuzyilavm,96,Happy,Urun bekledigim gibi geldi. Hasarsiz ezik cizik vs hicbir kusur yok. Kurulumu yaklasik 10 dakika surdu. Kanatlara acikken elimle baski yaptigimda yeterli oldugunu dusunuyorum. Hic esnemeden kaskati duracak hali yok. Dengeli asildiginda cok mantikli urun
cepport,286,Neutral,Üründen şikayetim yok ama aynı ürünü birkaç gün sonra 100 lira düşük fiyat a verebildiklerini görünce insanın güveni sarsılıyor.ne kadar bekledik hemen aldık birkaç gün sonra düşük fiyat
otogold,303,Neutral,Urunler orjinal saticiya tesekkürler. Kargo berbat tam 1 haftada geldi yurtici kargo ile calismayin firmaniz kötülenmesin bence 100 km yolu 1 haftada getiren bir şirket.!!!
missliva,134,Neutral,Markasına göre Kalıcı bir kokusu yok malesef....
powertecturkiye,602,Neutral,Teşekkürler
yuzyilavm,110,Happy,Bir gün gecikmeyle makinemiz kuruldu.Teşekkür ederiz.
korayspr,2603,Sad,Stokta olmayan urun
kardemticaret,1386,Sad,...
-mandalina-,452,Sad,kargom geç geldi şubeden almak zorunda kaldım
soleshopping,204,Neutral,Ücretsiz kargo diye belirtilmiş olmasına rağmen 10 tl kargo ücreti ödedim. Bunun dışında ilgili bir satıcı ürünlerde fena değil..
missliva,53,Happy,Teşekkürler koku kalıcı ve orijinal kutusunda geldi
soleshopping,207,Neutral,Görsel deki ürünle birebir aynı saat gelmedi malesef.
esfashop,73,Neutral,Olsada olur olmasada
cepport,823,Neutral,Ürün ambalajı inanılmaz özensiz.saticinin iletişimi sifir
cebkozmetik,83,Sad,Kargo ücretsiz diye sitede yazıyor.ama kargo bizden ücret istedi
indirim-yeri,1074,Neutral,sorumsuz bi şirket kargo ile aralarında iletişim eksikliği var
newyorker34,188,Happy,Ölçüleri küçük geldi ancak sorunsuz bir şekilde iade ettim .
kardemticaret,460,Sad,Samsung SL i9003 Orjinal Arka Pil Kapağı degil başka bir kapak gönderdiler.
plus_med,606,Neutral,MNG kargo ile çalışmayın derim üç gün sonra gittim kendim aldım ürünü
korayspr,456,Sad,Farklı ürün geldı ıadesıyle ugrastım olumsuz
yuzyilavm,198,Happy,"Paketleme haricinde bir sıkıntı yoktu teşekkürler. Zaten kullanmakta olduğum bir marka, fiyat piyasaya göre bir kaç lira ucuz alınabilir bir cihaz diye düşünüyorum."
korayspr,1308,Neutral,iadesi teslim alinan ürünü 2 gün beklettiler sebep ve acıklama yapmadılar .keyfi işlem yaptılar
firsatsever,42,Sad,urun lastiklerini kenarı defolu cikti yeniden baska bie marka almak zorunda kaldim
modamarka-shop,75,Happy,ürünü teslim aldım beklediğim gibi çok beğendim teşekkür ederim.
umitkitabevi,67,Neutral,Iyi
kutukutuoyuncak,1584,Sad,Ürununuz duzgun calismiyor bikere acmis bulunduk
newyorker34,119,Happy,Bilgilendirme için çok teşekkürler
missliva,126,Neutral,Gecikme ve geç mesajlaşma nedeniyle puanım nötr
soleshopping,285,Neutral,Ürün orjinal amlajı olmadan gönderilmiş.
esfashop,100,Happy,Çok iyi bir firma
kitapavcisi,2,Happy,Kitap tamamen temiz ve güzel bir kutuda geldi satıcıya teşekkür ediyorum
cardarbcarcare,5,Sad,Berbat
guldasguldas,129,Neutral,Ç
kardemticaret,1144,Sad,Slm aldığım telefon kılıfı işime yaramıyor nedeni şu kılıf kapalıyken normalde dokundugun zaman açık olan yerden saat gostermeliydi ama kılıf kapaliyken hiç bir islem görmüyor neden saglam kilif satmiyorsunuz ben şikayetçiyim
firsatsever,139,Happy,Gayet kullanışlı ses iyi satıcı alakalı teşekkürler
guldasguldas,224,Sad,"Gittigidiyorda ilk defa dolandırıldığım bir satıcı, cenaze dolaysıyla kapalı olduğumuz için kargo tekrar satıcıya yönlendirilmiş. Defalarca msj yazdığım halde hiç bir şekilde dönüş yapılmadı. 20 liralık ürüne tenezzül ettiler haram zıkkım olsun."
newyorker34,130,Happy,dürüst satıcı kaliteli ürün teşekkürler..
guldasguldas,93,Sad,Siparişi bej rengi verdim. siyah renk geldi. Kenarlıkları hep ezilmiş. Verdiğim parayı helal etmiyorum.
modamarka-shop,188,Happy,kargo hemen elime ulaştı ürün belirtildiği gibi teşekkürler
kardemticaret,246,Sad,ürünüm eksik geldi
avonayhan,455,Sad,Ücretsiz kargo denildiği halde kargo ücreti alındı
korayspr,337,Neutral,göründüğü gibi gelmedi gelen urun ekran resmı ıle farklı keske gelen urunun resmını koyabılseydık :(
avonayhan,424,Sad,ürünün bir tanesı diğerlerine göre eksık duruyor kullanılmış gibi duruyor diğerlerine göre bu soyledıgım iyi calısmalar.
weblesene,91,Sad,KAPALI KUTU ÜRÜN YAZIP SONRA ÇIZIK VAR GÖNDERSEM KABUL EDERMİSİNİZ DİYE SORAN SATICI.
kutukutuoyuncak,60,Sad,KARGOYA GEÇ VERİLDİ
firsatsever,167,Neutral,çok küçük hayvana alırken başka yerden alın
otogold,329,Happy,Hızlı ve doğru gönderi için teşekkürler
newyorker34,627,Neutral,satarken gayet ilgililer fakat yanlış ürün gönderiyorlar sonra hiçbir mesaja cevp vermediler teelfonla zor ulaştm siz gönderin kargo ücretlerini biz ödücez demelerine rağmen en son alırken gene bana ödettiler hiç yakıştıramadım.
surpriz_color,424,Neutral,.
korayspr,1760,Neutral,Ürün geç geliyor onun dışında bi problem yok.
esfashop,17,Happy,Güzel
kitapzen,211,Sad,Urun gelmeden para tahsilatı yapmıştır.
kalemsahaf,45,Happy,Ürün güzel paketlenmiş teşekkürler.
strawberrykozmetik,362,Sad,"Sitede , parfüm 50 ml. yazıyordu ancak bana gelen 30ml.lik parfüm. Kandırılmışlık duygusu hiç de hoş olmuyor."
trioto,107,Sad,ürünü kargolamadı
oyuncakxl,489,Neutral,Hizli kargo fakat parasını hakettiğini düşünmüyorum.Minderi cok ince cokta kaliteli durmuyor.
korayspr,1123,Neutral,Ürün tam göründügü gibi deyil
korayspr,666,Neutral,Antrasit istedim lacivert geldi
ayhanlarkozmetik,819,Neutral,Paket ezilmis ve acikti. bilginize
modamarka-shop,174,Neutral,Dövme 2 gün sonra çıktı
missliva,253,Happy,"İlgili satıcı,, orjinal ürün. Sonraki alışverişimde görüşmek dileği ile."
newyorker34,581,Neutral,Çok geç ulaştı.
yuzyilavm,79,Happy,Kargo 5 günde geldi.Aras kargo berbat. İstanbul içi böyleyse anadoludakilere Allah sabır versin. Ürün iyi araştırıp aldım.
yuzyilavm,80,Happy,Hızlı gönderim için teşekkürler
prozzak3,34,Neutral,ürün açıklamasında anlatıldığı gibi değil. ürünün açıklamasında Otomatik Geri Dönüş yazıyor ama öyle bir özellik yok. sadece pili biteceği zaman kendi olduğu yere iniyor. geri gelmiyor.
turbo_aksesuar,4,Neutral,Tamam
avonayhan,407,Neutral,Paketleme kısmı çok kötü kargo poşetinin içine sarılıp gönderilmiş ... İnsan küçükte olsa pir paketleme yapar birazdaha dikkatli olunursa iyi olur saygılar
modamarka-shop,232,Happy,hızlı kargo için teşekkürler..henüz denemedim
otogold,23,Happy,herşey denildiği gibiydi. başarılı
ayhanlarkozmetik,61,Neutral,Yanlis urun gonderildi
missliva,409,Neutral,koku kalıcı değil çabuk gidiyor
newyorker34,116,Happy,Çok güzel bir ürün çok teşekkür ederim.Uzun süredir arıyor ama bulamıyordum orjinal çok kaliteli ve uygun fiyatlı.
pleksiplakalikk,12,Happy,Güzel ürün seri ve hızlı kargo teşekkür ederim müşteri memnuniyeti garantili
missliva,212,Happy,"yaptığım alışverişler içerisinde en hızlı kargo, en güvenli paketlemeye sahip olan mağazaydı. teşekkürler."
cepport,1523,Sad,Mi 6 64 gb aldim 18 ekimde telefonda cok sukur bir sorun yok ancak imeileri delta garanti sorgulama sayfasindan sorguladigimda garanti gozukmuyodu. Delta ve cepportla bir aylik gorusme sonucunda hata yapildigi gorulup hata duzeltdi aklinizda olsun.
otogold,320,Happy,"Herşey ilanda açıklandığı gibi, hızlı kargo, doğru ürün, başka bir alışverişte görüşmek üzere, teşekkürler."
indirim-yeri,393,Sad,Eksik ürün gönderdiler iade de sorun çıkarıyorlar 15 gündür iade olacak diye bekliyorum bulaşmayın
korayspr,869,Neutral,Geç kargolandı ve geç geldi
korayspr,389,Sad,Defolu ayakkabı.tavsiye etmem defolu ürünleri gönderiyorlar bence. İnsan gönderdiği zaman kontrol etmezmi ayakkabıyı.bi kaç yerinde belli olan defolu yerleri vardır
trotec24,40,Sad,satıcı ürünü kargoya geç verdi.
engo,116,Neutral,Nötr
cepport,1730,Neutral,müşteri iletişimi konusunda gerçekten çok kötü bir alışverişdi
kutukutuoyuncak,314,Sad,Ürün çok kullanışlı değil bir zaman sonra oyuncaklarin asılı olduğu askılık dik durmuyor aşağı geri düşüyor sabit durmuyor oyuncamlar havada asıkı şekilde durmuyor. Oyun halisi da çok küçük .
indirim-yeri,1147,Neutral,Urun elime ulasti yalnis teshir urun gondermisler servisi aricam kurulum icin ins sikinti cikarmazlar
korayspr,2238,Sad,Ürünü göndermedi
newyorker34,196,Happy,"Teşekkürler,hayırlı işler."
otoaksesuarim_,340,Neutral,Ürün kısa arka teker örtülmüyor
newyorker34,30,Happy,"ürün güzel, orjinal ambalajında hemen ertesi gün geldi. tavsiye edrim."
avonayhan,208,Neutral,2 adet aldım hediye gönderdiler teşekkür ederim. Fakat bir tane şişenin üzerinde hiçbir yazı yok markaya dair
powertecturkiye,260,Neutral,Ürün elime ulaştı güzel ama kargo şirketi problem
umitkitabevi,127,Sad,Bu kitabı iade etmek istiyorum içerik olarak hiç de istediğim gibi değil gereğinin yapılmasını istiyorum.
mdotoaksesuar1,2,Neutral,İyi
akhan-tuning,18,Neutral,idare eder
mdotoaksesuar1,202,Sad,çok yavaş satıcı ilgisiz alakasız mesaja dahi cevap vermeyen satıcı ve kargonu 3 günde gelmesi hep olumsuz
newyorker34,133,Happy,L beden dar geldi.Urun cok guzel dar olsa da giyecegim
kalemsahaf,7,Happy,teşekkürler
akhan-tuning,229,Neutral,Ürün iyi ancak içinden çıkan ip kısa yarısını biraz geçene kadar anca dikildi
guldasguldas,197,Neutral,.
oyuncakxl,440,Sad,Berbat
kay-med,70,Sad,Ürünün elime ulaşmasi sorunsuz oldu fakat ürunden hiç memnun kalmadım. İade işlemiyle uğraşamayacağım için maalesef elimde kaldı. Tel tel dökülüyor daha önce satın aldığım başka marka ürün ne kadar kaliteliymiş şimdi daha iyi anladim. Ben beğenmedim .
prozzak3,237,Neutral,sürat kargo gibi berbat kargo yok. ucuz diye onunla çalışılıyor. Tüm kargo firmalarının geldiği güzide ilçemize sadece sürat kargo gelmiyor. 90 km öteden arıyorlar gelin kargonuzu alın diye. nerede kaldı ücretsiz kargo?
otogold,82,Happy,ÜRÜNÜ HENÜZ KULLANMADIM AMA HIZLI KARGO İÇİN SATICIYA TEŞEKKÜR EDERİM
pleksiplakalikk,7,Happy,beklediğimden çok ama çok sağlam ve güzel geldi
avonayhan,333,Neutral,Kargocunuz berbat
korayspr,1030,Neutral,Satın aldığım ürün tedarik edilemediği için farklı renkte sipariş vermek zorunda kaldım.
oyuncakxl,613,Neutral,Kargo paketi çok kötü geldi ürünün içeriği tam
firsatsever,120,Happy,İlginize ve hızlı teslimat için teşekkür ederim
modamarka-shop,71,Happy,Tesekkurler
missliva,138,Happy,Hızlı kargo ve güzel paketleme için teşekkür ederim.
missliva,179,Happy,Teşekkür ediyorum
feyzaoyuncak,30,Sad,Pompa kırık geldi
otogold,9,Happy,Satıcı firma ilgili ve güzel paket lenmiş teşekkür ler
-mandalina-,217,Neutral,Aaaaa
cosmotix,56,Sad,Aynı gün kargo yazıyo ama bir gün sonra hatırlatma gereğinde bulundum anca kargo yaptılar.
baysalotomotiv,299,Neutral,Ürün hızlı gönderildi fakat kargonun elime ulaşması 1 hafta sürdü. Aras kargo mağazanın tam puan almasını engelledi.
soleshopping,121,Neutral,Pompa kirik geldi.
kalemsahaf,164,Happy,teşekkür ederim
buharasaglik,16,Sad,Satıcı çok çok ilgisiz kargoda çıkan sorunu bile kendimiz çözmek zorunda kalıyoruz
guldasguldas,209,Sad,Ne mesaja cvp verildi nede bilgi verildi boyle ticaret olmaz
albteknoloji,118,Neutral,Yaptığı satış için bana ulaşan bir kod yazan kart gelmedi. Önce mail kanalı ile bir kod yollandı. Kod daha önce kullanıldığı için mesaj atınca yeni bir kod yollandı. O çalıştı. O olmadı bunu dene. Bunasıl bir satış anlayışı ? Çok başarılı bir satıcı ?
cepport,1515,Neutral,"Gold aldık gri geldi. Allah'tan arkadaş beğendi, sorun olmadı. Yine de güzel alışveriş oldu."
pharmatemecza,84,Sad,bozuk ürün geldi sakın acura almayın bu 2 . firma dan siparişim pişman oldum iade ettim
otobalci,11,Neutral,Kargo çabuk geldi tşkler ama Alman ürünü değil Rus ürünü.
newyorker34,129,Happy,"Çok teşekkür ederim. Ürün orjinal, tertemiz, hızlı kargo."
korayspr,81,Sad,Ürünü alalı 6gün olacak kargoya verilmedigi gibi msj yazıyorum soru soruyorum ürün karkoya verilmedi diye tenezül edipte cevap yazan bile yok...
korayspr,2391,Neutral,Ürün kullanılabilir ama beklediğim kadar hoşuma gitmedi. Ayrıca kutusu parçalanmış. karko poşetine koyup gönderseler de olurmuş. Kargoyu ben teslim almadığımdan uğraşmamak için kabul ettim.
pleksiplakalikk,40,Happy,Fiyatı kadar kaliteli teşekkürler
onlineaksesuar_,76,Happy,teşekür ederim ürünümü teslim aldım. tam istediğim ve sergilendiği gibi. iyi yıllar
kalemsahaf,174,Happy,tesekkurler.
newyorker34,1931,Sad,ürünü 44 istemiştim ama 43 geldi
otogold,115,Happy,ZAMANINDA VE HIZLI GÖNDERİM İÇİN FİRMAYA VE YURT İÇİ KARGOYA TEŞEKKÜR EDERİM.
firsatsever,26,Happy,alışveriş yapılabilir...teşekkürler...
akhan-tuning,426,Neutral,Ürün çalışıyor ancak anahtar yivleri ters yönde olduğu için Suzuki marka aracıma uymadı. Yani anahtarı işime yaramadı.
kitapavcisi,93,Sad,Kargo ücreti ürünü sipariş verdiğim de gözükmüyordu. Ürünü teslim alırken kargo ücreti istediler. Bu size yakışmadı. Gerçekten olumsuz.
kalemsahaf,108,Happy,teşekürler
pleksiplakalikk,6,Happy,hızlı ve ilgi satıcı son onay alıyor cok basarılı
prozzak3,92,Neutral,Adddddddddd ygggggg
cepport,802,Neutral,Magaza iletisimi zayif 2 tlfn siparis ettim 2 ayri adrese tek adrese yollamislar. Durumu gittigidiyor yonetimine bildirdim ancak sesleri cikmadi nedense yıllardır degisik sitelrden alisveris yaparim gittigidiyorda hizmet sıfır cvp bile vermiyorlar msjlara
missliva,244,Happy,TEŞEKKÜRLER.
ayhanlarkozmetik,592,Sad,Beklediğim gibi daha fazla yapışkan değil ama fiyatına göre düzgün
kardemticaret,1150,Sad,"mesajlarıma cevap verilmedi, ürün bana geç ulaştı"
kalemsahaf,175,Happy,teşekkürler.
otoaksesuarim_,638,Neutral,açıklamada ürünün aracıma uyacağı yazıyor fakat aparatı uymadı
mydukkan,31,Sad,Basımı bitmiş kitabı satış listesine koymamanız gerekirdi.
newyorker34,787,Neutral,Tişörtler kaliteli değil. Markasının ürünü olmayabilir.
missliva,181,Happy,"Süper ürün bu fiyata, A+ mağaza"
firsatsever,67,Happy,Sorunsuz
kutukutuoyuncak,979,Sad,Ürün gözüktüğü gibi değil çok adi
eproti,36,Neutral,Ürün 2017 etiketliydi.
otogold,313,Happy,Sorunsuz alışveriş
strawberrykozmetik,315,Sad,uruni hic begenmedim
korayspr,3209,Neutral,kargo gecikti
newyorker34,168,Sad,Kazak diye body geliyor
mdotoaksesuar1,65,Sad,İlanda kokusuz yazıyor fakat buram buram plastik kokuyor. Birde ambalaj hiç yok sadece bir naylon poşete sarılıp gönderilmiş sanki 2. el ürün almış gibi hissettim kendimi.
powertecturkiye,773,Sad,Kargonun geç gelmesini önemsemiyorum ama hem farklı bir ürün göndermişler hem de mesajlara cevap çok geç
yuzyilavm,191,Sad,Gelen ürün ya teşhir yada iade alınıp tekrar satışa sunulmuş bana denk geldi kutu deforme olmuş ütünün kablosu kutunun içine öylece bırakılmış ve ütüye sarılı olması gereken plastik ambalaj ütünün altından çıktı ütü tabanında ki çiziklerde bonusu oldu
yuzyilavm,259,Neutral,kargo firması ile sorun yaşadım. siparişimden bir gün sonra kargoya verilmesine rağmen sürat kargo 6 gün boyunca kargomu teslim etmedi. Bence satıcı Sürat Kargo ile çalışmamalı.
guldasguldas,50,Neutral,urun iyi fakat ufak tefek solandırıcılık var neden mi kutuda 200 psi yazıyor gelen urun 150 psı kutuda camel marka yazıyor cıkan urunde ınanın ne yazsıgınını bende co
on2pharma,53,Sad,Ürün elime içerisindeki tüpler parçalanmış şekilde ulaştı. Kargo paket dışında hasar olmaması sebebiyle tutanak tutmadı. Satıcı mesajlara dahi cevap vermiyor. Rezalet bir satıcı. Kesinlikle tavsiye etmiyorum!!!
modamarka-shop,234,Happy,teşekkürler
korayspr,1887,Neutral,mavi istedik lacivet gönderdiler
mdotoaksesuar1,193,Sad,resimde görüldüğü gibi parlak değil mat
firsatsever,96,Neutral,"Aldığım ürün 3 ürün, tek tek ayrı ayrı kargo şirketiyle gönderiliyor. Üstelik Sürat kargo, kargocularının yanlarında para üstü bulundurmuyor."
missliva,35,Happy,Sorunsuz alışveriş ilgili satıcı teşekkürler..
frsatoyuncak,5,Sad,Parçası eksik geldi ve firmaya ulaşamıyorum.
firsatsever,67,Sad,Metal görüntüsü verilmiş plastik. Fiatı dikkate alındığında ürün çok bit olmuş.
akhan-tuning,139,Neutral,kumaş kalitesi hoşuma gitmedi..hemen kaçacak çorap gibi..
modamarka-shop,63,Happy,Teşekkürler.
powertecturkiye,139,Neutral,Sıkıntılı
newyorker34,84,Happy,Cüzdan biraz küçük ama orjinalligine inanıyorum.
korayspr,1711,Sad,yurt içi kargoyla gonderdiginiz icin olumsuz. urun kodum yukarıda tarihine bakarsınız. urun hala elime gecmedi. adreste bulunmadıgımız gıbı yalanı soyluyorlar ve bildiride bırakmadan urunu geri iade ediyorlar. evde 24 saat insan var.
kalemsahaf,63,Happy,Teşekkürler.
excalibur_muzik,77,Sad,"Açıklamada ÇOK TEMİZ yazmasına rağmen, CD üzerinde ciddi ve temizlemesi çok güç kalıntılar(tortular) vardı."
modamarka-shop,30,Neutral,Kargo için kutu kullanılsa daha iyi olurdu. Biraz yamulmuş. Neyse ki düzeltiliyor.
strawberrykozmetik,370,Sad,Ürünler beklediğim kadar iyi değil
izmirmedikal,66,Sad,Tam bir fiyasko yaaa tam bir fiyasko aynı gün kargo diyor aynı gün verilmedi bide verdik diye yalan söylüyorlar aras kargo zaten bir fiyasko iğrenç ötesi birşey yani normal şartlarda salı günü elimde olması geren urun cuma akşamı elimde oldu daha ne diim
yuzyilavm,352,Neutral,..
yuzyilavm,393,Neutral,Ürün kargolanırken kargo şirketiyle ilgileniyorlar kargom rsenyurtta kargo firmasında bilmediğim bir nedenden dolayı bekletildi kargo şirketini aramam neticesinde 2 gün geç te olsa sağ salim elime ulaştı.
cepport,238,Neutral,Aynı satıcıdan n11 üzerinden aldım istediğim rengi yollamadılar.Yeniden satın almak zorunda kaldım.Hem zaman hem para kaybettim. Üzerine de sinir bozukluğu cabası.Telefonu öneririrm ama satıcıyı önermem.
modamarka-shop,110,Happy,"Çok hızlı kargo, kaliteli ürün. Teşekkürler..."
plus_med,406,Sad,Korgo firması berbat ötesi ürün de bir sıkıntı yok firmaya tesekkurler
onlinemarket,115,Neutral,.
avonayhan,305,Sad,Sık sık hiç. bir şe yaramadı bende
missliva,248,Neutral,Ghı
modamarka-shop,253,Happy,Ürünü teslim aldım tesekkur ederim
pleksiplakalikk,11,Happy,Kargomuz sorun suz geldi plakalık kaliteli tşkrler tavsiye ederim
pleksiplakalikk,25,Happy,SÜPER
guldasguldas,41,Neutral,Paspaslar güzel oldu ama bagaj havuzu kesimi iyi değil tam oturmuyor ve sağ yandaki gözü kapatıyor uğraşmak istemediğim için alışverişi onaylıyorum alacaklar alırken tekrar düşünsün
otogold,41,Happy,Güzel amlajlama hizli geldi ürün.
umitkitabevi,895,Neutral,kargo gönderimi çok geç yapılıyor..
indirim-yeri,487,Sad,Tam 23 gündür ürünü bekledim.Ne ürün geldi ne satıcı mesajlarıma cevap verdi.3 kuruş ucuza alıcaz diye çektiğimiz çile kalmadı.Zar zor iptal ettim.Almadığım ürünün ilk taksidini ödemek zorunda kaldım. Yazıklar olsun.
